Naptan_Atco,Stop_Name
490014749E,WINCHESTER ROAD_L
490009423W,LOWER MERTON RISE_W
490013582E,ELSWORTHY RISE_M
490013582W,ELSWORTHY RISE_V
490003273O,UPTON PARK / GREEN STREET_O
490015529W,PRIMROSE HILL ROAD_U
490011186E,PRIMROSE HILL RD / ADELAIDE MEDICAL CTR_P
490006655CG,ETON ROAD_R
490000043CA,CHALK FARM STATION <>_CA
490000043CB,CHALK FARM STATION <>_CB
490004626S,BURRARD ROAD_CA
490008947N,LANGLAND GARDENS_FS
490008947S,LANGLAND GARDENS_FV
490007045FH,O2 CENTRE_FH
490015162L,SWISS COTTAGE STN <> /  FINCHLEY ROAD_L
490004185S,BOUNDARY ROAD_V
490012729D,BERMONDSEY STATION <>_D
490014468N,WEST HAMPSTEAD POLICE STATION_CL
490014431N,WEST END GREEN_R
490014431S,WEST END GREEN_T
490006041F,DENNINGTON PARK ROAD_P
490006041D,DENNINGTON PARK ROAD_V
490014819N,WOODCHURCH ROAD_M
490011237N,PRIORY ROAD_H
490011714E,ROSSLYN HILL_E
490015255G,ROSSLYN HILL_G
490000020K,BELSIZE PARK STATION <>_K
490015255F,HAVERSTOCK HILL / POND STREET_F
490013939N,UPPER PARK ROAD_W
490007533E,GRIGGS PLACE_N
490000020L,BELSIZE PARK STATION <>_L
490006591N,ENGLAND'S LANE_U
490006591S,PRIMROSE GARDENS_T
490011186N,PRIMROSE HILL ROAD_N
490011186S,PRIMROSE HILL ROAD_S
490001025B,BEXLEYHEATH STATION #_BH
490001025A,BEXLEYHEATH STATION #_BF
490004216S,PICKFORD LANE / BOWFORD AVENUE
490004216N,PICKFORD LANE / BOWFORD AVENUE
490004249S,BRAMPTON ROAD / LONG LANE_Q
490004249N,LONG LANE / BRAMPTON ROAD_S
490016645S,DANSON ROAD / CROOK LOG_BP
490013400S,THE GROVE_BR
490013400N,THE GROVE_BS
490005956S,DANSON UNDERPASS_T
490011904N,DANSON ROAD / SANDHURST ROAD_R
490007362S,GRANGE ROAD / CALEDONIAN MARKET_J
490004097W,BLENDON / PENHILL ROAD_N
490010002S,MONTPELIER ROAD_L
490010002N,MONTPELIER ROAD_F
490013231W,GALLEY LANE_E
490003636B4,BARNET HOSPITAL / QUEENS ROAD_L
490003636B3,BARNET HOSPITAL / QUEENS ROAD_D
490013909E,UNION STREET_M
490009584W,MANOR ROAD_Y
490007362N,GRANGE ROAD / CALEDONIAN MARKET_L
490012524H,STAMFORD HILL BROADWAY_CV
490007086B,GALLEYWALL ROAD / SOUTH BERMONDSEY STN#_GT
490003716E,BEAMISH HOUSE_RL
490011719A,ROTHERHITHE NEW RD / STH BERMONDSEY STN#_RF
490015157V,PUTNEY BRIDGE STN <> / GONVILLE STREET_FH
490006700E,FAIRCROSS_BB
490006700W,FAIRCROSS_BP
490001109FD,FINCHLEY ROAD & FROGNAL STATION #_FD
490012611S,STATION ROAD_BW
490012611N,STATION ROAD_BS
490005688N,COWLEY MILL ROAD_BX
490005688S,COWLEY MILL ROAD_BU
490001109FF,FINCHLEY ROAD & FROGNAL STATION #_FF
490013368E,BRICKFIELD LANE_C
490012524G,STAMFORD HILL BROADWAY_CS
490014387E2,WEMBLEY TRIANGLE_SC
490013368W,BRICKFIELD LANE_F
490007215W,GLEBE LANE
490009841OA,FARNBOROUGH HILL / BUS GARAGE_K
490009841O,FARNBOROUGH HILL / BUS GARAGE_L
490014021W,VAUXHALL PARK_W
490015142F,BARNET CHURCH / WOOD STREET_F
490011935W,SAVILLE ROAD_B
490004228W,BOXLEY STREET
490006543N,MIDDLE PARK AVENUE / WESTHORNE AVENUE_WK
490006543S,ELTHAM GREEN SCHOOL_EO
490012745S,ST JOHN STREET / CLERKENWELL ROAD
490015106W,PERCIVAL STREET_UH
490015106N,PERCIVAL STREET_UJ
490012388N,SPENCER STREET / CITY UNIVERSITY_UK
490012388S,SPENCER STREET / CITY UNIVERSITY_UF
490007026SB,FRIEND STREET / SADLER'S WELLS THEATRE_UE
490011678SA,ROSEBERY AVENUE / SADLER'S WELLS THEATRE_UL
490015411R,HIGH STREET / ORPINGTON WAR MEMORIAL_R
490015411S,HIGH STREET / ORPINGTON WAR MEMORIAL_S
490003378G,ARLINGTON CRESCENT_H
490003378H,BULLSMOOR LANE / MOLLISON AVENUE_G
490003104S,BULLSMOOR LANE_A
490003227N,OAKHURST ROAD_J
490011290S,TOTTERIDGE ROAD_K
490010626C,TURKEY STREET STATION #_L
490003140S,ALBANY LEISURE CENTRE_M
490001299D,TURKEY STREET STATION #_G
490005757N,INGERSOLL ROAD_E
490008479S,INGERSOLL ROAD_N
490012493N,DURANTS SCHOOL_EN
490004828S,CARTERHATCH LANE_EB
490004828N,OATLANDS ROAD_EM
49003254EA,OATLANDS ROAD_EA
490006579N,ENFIELD COLLEGE_EJ
490006579S,ENFIELD COLLEGE_EE
490015441H,SOUTHBURY ROAD_H
490015441J,SOUTHBURY ROAD_J
490012335N,ORCHARD ROAD_M
490012335L,PONDERS END PARK_L
490010364S,ORCHARD ROAD_LZ
490013770N,TRAMWAY AVENUE_LN
490013770S,TRAMWAY AVENUE_LD
490006043N,BURY STREET_LL
490006933S,FOREST ROAD / JUBILEE PARK_LE
490004180S,BOUNCES ROAD_LF
490012524C,AMHURST PARK / STAMFORD LODGE_CW
490006445B,EDMONTON POLICE STATION_M
490006445A,EDMONTON POLICE STATION_J
490011968N,SHRUBBERY ROAD_L
490011968S,SHRUBBERY ROAD_K
490010801H,ANGEL CORNER_H
490010801G,BRETTENHAM ROAD_G
490005690N,NUTFIELD CLOSE_W
490005690K,COLYTON WAY_K
490004262C,BRANTWOOD ROAD_V
490010463S,NUTFIELD CLOSE_L
490001335S,WHITE HART LANE STATION #_U
490013733R,TOTTENHAM HOTSPUR FOOTBALL CLUB_T
490013733V,TOTTENHAM HOTSPUR FOOTBALL CLUB_N
490004354N,SWINTON STREET_N
490019454S,TOTTENHAM HIGH ROAD / BRUCE GROVE STN #_C
490011134N,PORTMORE GARDENS
490000275F,WOOD GREEN STATION <>_F
490015575W,PARSONS GREEN_W
490012524L,STAMFORD HILL BROADWAY_SL
490014394S,WENTWORTH WAY
490014394N,WENTWORTH WAY
490011899N,SANDERSTEAD RECREATION GROUND
490008573S,BROMLEY COMMON / THE CROWN_BB
490011899S,SANDERSTEAD RECREATION GROUND
490011261N,PURLEY DOWNS ROAD
490011261S,PURLEY DOWNS ROAD
490011273S,SANDERSTEAD UNITED REFORMED CHURCH
490011900N,BEECHWOOD ROAD_GW
490011900S,BEECHWOOD ROAD_GU
490001244A,SANDERSTEAD STATION #_GS
490004236S,BRAMBLEDOWN ROAD
490004236N,BRAMBLEDOWN ROAD
490007560S,GROVELANDS ROAD_RE
490007560N,GROVELANDS ROAD_RD
490001253B,COULSDON TOWN STATION #_B
490001072E,COULSDON SOUTH STATION #_E
490001072F,COULSDON SOUTH STATION #_F
490012862N,OASIS ACADEMY BYRON
490012862S,OASIS ACADEMY BYRON
490012821N,STOATS NEST VILLAGE
490014142U,WALNUTS CENTRE_U
490010635W,HIGH STREET / CHURCH HILL_W
490004801N,CARLTON PARADE_L
490014021V,VAUXHALL PARK_V
490007760J,HANWELL BROADWAY_J
490011272Y,PURLEY LIBRARY_Y
490006295D,CHAPLIN ROAD_CQ
490005089D,PEMBRIDGE VILLAS_PW
490005528X,THE DESIGN MUSEUM_X
490014402B,CHEPSTOW ROAD_PM
490014402E,CHEPSTOW ROAD / WESTBOURNE GROVE_PL
490014402A,ARTESIAN ROAD_PC
490015463M,PALACE GARDENS TERRACE_M
490000167H,NOTTING HILL GATE STATION <>_H
490007531W,GREYHOUND TERRACE_VH
490000167K,PALACE GARDENS TERR / NOTTING HILL GTE_K
490011737S,ROWAN CRESCENT_VM
490009338S,LONGTHORNTON ROAD_VN
490011737N,ROWAN CRESCENT_VF
490009338E1,LONGTHORNTON ROAD_VE
490012930S,STREATHAM PARK CEMETERY_VP
490010321M,NORTHBOROUGH ROAD_M
490010321P,NORTHBOROUGH ROAD_P
490013425N,SHERWOOD PARK ROAD
490012725N,ST JAMES ROAD_G
490012725S,ST JAMES ROAD_H
490015465D,NOTTING HILL GATE STN <> / HILLGATE ST_D
490009619N,MANSHIP ROAD_F
490013565S1,LOCKS LANE_K
490008488N,INMAN ROAD_L
490008488S,INMAN ROAD_M
490004390N,BROCKLEBANK ROAD
490004390S,BROCKLEBANK ROAD
490015465E,NOTTING HILL GATE STN <> / HILLGATE ST_E
490012574S,ST ANN'S HILL_SY
490012574N,ST ANN'S HILL_K
490014769S2,WINDMILL ROAD_SV
490014769N2,WINDMILL ROAD_M
490009638W1,MARCILLY ROAD_SE
490003200N,ALEXANDER COURT_G
490015039B,NOTTING HILL GATE STN <> / PEMBRIDGE RD_B
490014515S,WEST SIDE_SP
490015485N,WINDMILL ROAD_E
490015485S,WINDMILL ROAD_SR
490005643N,COUNTY ARMS_D
490005643S,COUNTY ARMS_ST
490015039C,NOTTING HILL GATE STATION <>_C
490011735N,ROUTH ROAD_R
490011735S,ROUTH ROAD_S
490013044C,BURNTWOOD LANE_C
490013044D,BURNTWOOD LANE_D
490004406N,BRODRICK ROAD_P
490006395N,EATONVILLE ROAD_S
490013948S,UPPER TOOTING PARK
490000167A,LADBROKE ROAD_A
490006395S,EATONVILLE ROAD_T
490000233F,ST ANSELM'S CHURCH_F
490009994W,MONTANA ROAD_L
490009994E,MONTANA ROAD_K
490006986E,FRANCISCAN ROAD_L
490006986W,FRANCISCAN ROAD_V
490013711E,TOOTING BEC ATHLETICS TRACK_M
490013711W,TOOTING BEC ATHLETICS TRACK_U
490013712E,TOOTING BEC LIDO_N
490013712W,TOOTING BEC LIDO_T
490004622E,BURNTWOOD SCHOOL_SU
490004622W,BURNTWOOD SCHOOL_SX
490010604E,OPENVIEW
490010604W,OPENVIEW
490013669E,TILEHURST ROAD
490013669W,TILEHURST ROAD
490009649E,MARHAM GARDENS_M
490009649W,MARHAM GARDENS_F
490013044G,TRINITY ROAD_G
490013044E,BELLEVUE ROAD / TRINITY ROAD_E
490011411W,RAMSDEN ROAD
490010158S,ROBERT STREET_K
490004889E,CAVENDISH ROAD POLICE STATION_SJ
490004889W,CAVENDISH ROAD POLICE STATION_SM
490011776E,RUDLOE ROAD_SK
490011776W,RUDLOE ROAD_SL
490008755V,POYNDERS ROAD / KINGS AVENUE_V
490010243E,ATKINS ROAD / NEW PARK ROAD_E
490010243W,ATKINS ROAD / NEW PARK ROAD_H
490012931E,STREATHAM PLACE_BQ
490010158N,ROBERT STREET_J
490005328V,CLAPHAM COMMON OLD TOWN_W
490003796D,BEDFORD ROAD_D
490009460N,LYHAM ROAD_M
490009460S,LYHAM ROAD_K
490005350S,CLARENCE AVENUE_A
490012158S,SILVERDALE_W
490005350N,CLARENCE AVENUE_L
490013621N,THORNCLIFFE ROAD_K
490013621S,THORNCLIFFE ROAD_C
490003472N1,ATKINS ROAD_R
490003472S,KINGS AVENUE / ATKINS ROAD_D
490009121N,LEXTON GARDENS_Q
490015219N,NEW PARK ROAD_P
490015219S,NEW PARK ROAD_X
490012675N,CRIFFEL AVENUE
490012675S,CRIFFEL AVENUE
490001281C,STREATHAM HILL STATION #_C
490012922SC,GREYHOUND LANE / STREATHAM HIGH ROAD_CU
490012922SD,GREYHOUND LANE / STREATHAM HIGH ROAD_CP
490001280SA,TANKERVILLE ROAD_CT
490003057S2,ABERFOYLE ROAD_CR
490003057S1,STREATHAM COMMON STATION #_CS
490004233N,BRAESIDE ROAD_VJ
490014495V,GREAT SMITH STREET / WESTMINSTER ABBEY_V
490004714J,CAMDEN HIGH STREET_J
490004233S,BRAESIDE ROAD_VK
490013458S,GREYHOUND TERRACE_VL
490012761SV,STREATHAM / ST LEONARD'S CHURCH_ST
490012761ST,STREATHAM / ST LEONARD'S CHURCH_SL
490003292S2,AMBLESIDE AVENUE_SR
490003292S1,AMBLESIDE AVENUE_SM
490005566N,CONYERS ROAD_SP
490005566S,CONYERS ROAD_SN
490003189N,ALDRINGTON ROAD
490003189S,ALDRINGTON ROAD_SQ
490005931N,DAHOMEY ROAD_R
490005931S,DAHOMEY ROAD_B
490014560S,WHEATSHEAF LANE
490013623N,THORNE ROAD_S
490011616W,MURRAY STREET
490015169N,LANSDOWNE WAY_Q
490012833S2,STOCKWELL GREEN
490008500S,IRVING GROVE_K
490012833S1,STOCKWELL GREEN
490011616E,MURRAY STREET
490012222E,SOLON ROAD_F
490012222W,SOLON ROAD_C
490003071E,BELVEDERE PLACE_G
490003071W,BELVEDERE PLACE_B
490009638E1,MARCILLY ROAD_H
490012386W,SPENCER ROAD_SD
490012386E,SPENCER ROAD_J
490012379S,SPENCER PARK_SU
490004133E,BOLINGBROKE GROVE_P
490004715W,CAMDEN PARK ROAD_C
490004133W,BOLINGBROKE GROVE_SC
490006403E,ECCLES ROAD
490006403W,ECCLES ROAD
490012182E,SISTERS AVENUE
490006945N,FORTHBRIDGE ROAD_U
490006945W,FORTHBRIDGE ROAD_X
490004913E,CEDARS ROAD_V
490004715E,TORRIANO AVENUE_F
490004132E,BOLINGBROKE GROVE_K
490004132W,BOLINGBROKE GROVE_L
490011792E,OAK LODGE SCHOOL
490011792W,OAK LODGE SCHOOL
490011411E,RAMSDEN ROAD
490013652E,THURLEIGH AVENUE_SU
490011862N,SALCOTT ROAD
490011862S,SALCOTT ROAD
490015052S,HILLDROP ROAD_A
490005964N,DARLEY ROAD
490005964S,DARLEY ROAD
490007319N,GORST ROAD
490004106S,BLENKARNE ROAD
490010565D,BRIGHTON ROAD / OLD LODGE LANE_RF
490007340S2,GRANARD ROAD_H
490015052N,HILLDROP ROAD_H
490007340S1,GRANARD ROAD_J
490003683N,BATTERSEA BRIDGE_BL
490003683S,BATTERSEA BRIDGE / HESTER ROAD_BD
490010771N,PARKGATE ROAD_BJ
490010771S,PARKGATE ROAD_BE
490011197N,PRINCE OF WALES DRIVE_LV
490010979S,PETWORTH STREET_BF
490006882E,THE PARADE / COTMAN GARDENS
490006882W,THE PARADE
490013383W,HARROW VIEW_T
490013383E,HARROW VIEW_P
490013551W,SHIRLEY OAKS ROAD_L
490004712S2,CAMBRIDGE ROUNDABOUT / SOUTH SIDE_SH
490004971N,CHAMBERS ROAD_L
490001128L,AMHURST ROAD / HACKNEY DOWNS STATION #_L
490008829S,KINGSTON UNIVERSITY / COUNTY HALL_UA
490008448E,HYLAND WAY_RD
490008448W,HYLAND WAY_RE
490001281G,LEIGHAM COURT RD / STREATHAM HILL STN #_G
490001281H,LEIGHAM COURT RD / STREATHAM HILL STN #_H
490008367J,HORNSEY ROAD_NP
490013880K,FAIRLAWN AVENUE_K
490003707N,BEACONSFIELD ROAD_BJ
490003707E,BEACONSFIELD ROAD_BF
490013635L,THORNTON HEATH POND / FAIRLANDS AVENUE_L
490013635K,THORNTON HEATH POND / FAIRLANDS AVENUE_K
490015026M,TALBOT ROAD_M
490010868S,PAWSONS ROAD_P
490010868N,PAWSONS ROAD_T
490015026N,TALBOT ROAD_N
490006533Q,ELTHAM HIGH STREET / POUND PLACE_Q
490006533R,ELTHAM HIGH STREET / POUND PLACE_R
490014935S,THE WOOLWICH CENTRE_S
490006272E,DURHAM ROAD_NT
490006454N,EFFRA PARADE
490015301E,CAMBRIDGE ROUNDABOUT / WEST SIDE_EB
490004712W2,CAMBRIDGE ROUNDABOUT / WEST SIDE_WU
490005091E,CHEQUERS WAY
490005091W,CHEQUERS WAY_WZ
490008123S,HEYSHAM ROAD_TT
490006428B,EDGWARE ROAD STATION <>_EM
490008123N,HEYSHAM ROAD_TV
490007439S,ELIZABETH ROAD_TR
490004037BE,BIRSTALL ROAD / SEVEN SISTERS STN <> #_B
490014725N,WILTON ROAD_CC
490014725S,WILTON ROAD_CN
490007030N,CONSTABLE CLOSE_FS
490007030S,CONSTABLE CLOSE_FT
490007018N,FRIARY ROAD
490007018S,FRIARY ROAD
490001320A,WEMBLEY STADIUM STATION #_SA
490007110S,ICKNIELD DRIVE_CC
490007110N,GANTSHILL CRESCENT_CR
490015198B,GREENFORD STATION <> #_MM
490008350W1,HORNIMAN MUSEUM_MH
490008337W,HONOR OAK ROAD_C
490001112B,FOREST HILL STATION # / LONDON ROAD_B
490006259S,DUNRAVEN SCHOOL
490013999S,LEIGHAM COURT ROAD / VALLEY ROAD
490013999N,VALLEY ROAD
490011620N,ROCKHAMPTON ROAD
490008590N,JULIAN'S PRIMARY SCHOOL_CD
490003153W,ALBERT CARR GARDENS_CG
490013998W,VALLEY ROAD
490014984W,THE ROOKERY_CW
490009077E,LEIGHAM COURT ROAD_CB
490009077W,STREATHAM COMMON NORTH / LEIGHAM CRT RD_CV
490003153E,ALBERT CARR GARDENS_CF
490013998E,VALLEY ROAD
490013536E,THE ROOKERY_CA
490015314W,CROWN POINT_CT
490010452W2,TIVOLI ROAD
490011876W,SALTER'S HILL_J
490015338N,HERMITAGE ROAD_H
490015346N,ROCKMOUNT ROAD
490007430S,GRECIAN CRESCENT
490005559N,CONVENT HILL_NK
490015337N,HERMITAGE ROAD_NJ
490015337S,HERMITAGE ROAD_SC
490013929S,UPPER BEULAH HILL_SK
490013929N,UPPER BEULAH HILL_NE
490003242S,BEULAH HILL / ALL SAINTS CHURCH_SL
490003242N,SOUTH NORWOOD HILL / ALL SAINTS CHURCH_ND
490007344N,GRANGE AVENUE_NC
490007344S,GRANGE AVENUE_SQ
490014227N,WHARNCLIFFE GARDENS_NB
490014227S,WHARNCLIFFE GARDENS_SR
490008410N,HOWDEN ROAD
490008410S,HOWDEN ROAD
490006512N,ELM PARK ROAD
490006512S,ELM PARK ROAD
490012551H,STANLEY HALL_H
490012551K,STANLEY HALL_K
490003992N,BIGGIN HILL_NL
490003992S,BIGGIN HILL_SA
490014510G,WESTOW HILL_G
490014511N,WESTOW PARK
490014511S,WESTOW PARK
490013136E,SYLVAN HILL_EM
490013136S,SYLVAN HILL_WR
490015128E,ALL SAINTS CHURCH_EN
490015554C,REDBRIDGE STATION <>_RC
490015128S,ALL SAINTS CHURCH_WP
490014601S,NUGENT ROAD_SP
490014621N,WHITWORTH ROAD
490014621S,WHITWORTH ROAD
490010818N,SELHURST PARK STADIUM
490010818S,SELHURST PARK STADIUM
490005424E,CLIFTON ROAD
490005424R,CLIFTON ROAD_R
490005847N,MORVAL ROAD_N
490012810S,ST MATTHEWS ESTATE_A
490009933W,MILTON ROAD_R
490000085H,CLARENCE AVENUE_EV
490004402W,BROCKWELL LIDO_S
490004402P,BROCKWELL LIDO_Z
490011701N,ROSENDALE ROAD_A
490011701S,ROSENDALE ROAD_P
490006058N,DERONDA ROAD
490006058S,DERONDA ROAD
490013656B,THURLOW PARK ROAD_B
490008927J,LANCASTER AVENUE_J
490014508H,ELMCOURT ROAD_H
490008927L,LANCASTER AVENUE_L
490011611E,ROBSON ROAD
490011611W,ROBSON ROAD
490009700E,MARTELL ROAD
490009700W,MARTELL ROAD
490010451J,NORWOOD ROAD_J
490005850N,CROXTED CLOSE_Z
490007592S,GUERNSEY GROVE_K
490013847N,TURNEY ROAD_WV
490013847S,TURNEY ROAD_WD
490011293N,PYMERS MEAD_WU
490011293S,PYMERS MEAD_WE
490014447E,WESTERN ROAD_S
490015389E,BRIXTON STATION ROAD_T
490015389W,MOORLAND ROAD_N
490012036E,SHAKESPEARE ROAD_U
490008762S,KINGSBURY ROAD_HA
490012036W,SHAKESPEARE ROAD_K
490014004Y,VALMAR ROAD_Y
490014004X,VALMAR ROAD_X
490000048CV,TURNHAM GREEN CHURCH_CV
490008762N,KINGSBURY ROAD_HQ
490000082FJ,FINCHLEY ROAD STATION <>_FJ
490008590S,JULIAN'S PRIMARY SCHOOL_CE
490014789S,LEIGHAM COURT ROAD / STREATHAM COMMON_CH
490013686E,TIVOLI ROAD
490010452W1,NORWOOD SCHOOL_E
490011876S,SALTER'S HILL_C
490015338S,HERMITAGE ROAD_D
490015346S,ROCKMOUNT ROAD
490008611N,KELLETT ROAD
490012613S,BARNET EVERYMAN CINEMA_D
490011879S,KELLETT ROAD
490006454S,EFFRA PARADE
490011508N,REGENT ROAD
490011508S,REGENT ROAD
490012754N,ST JULIAN'S FARM ROAD_Y
490003640N,BARNET EVERYMAN CINEMA_R
490011726S,ROTHSCHILD STREET_V
490012969N,WEST NORWOOD FIRE STATION_CM
490012969S,WEST NORWOOD FIRE STATION_CP
490005840N,CROWN POINT / KNIGHTS HILL_CL
490007193S,GIPSY ROAD_Z
490007193N,GIPSY ROAD_L
490010449N,NORWOOD PARK_K
490006693S,EYLEWOOD ROAD_A
490010449S,NORWOOD PARK_B
490013027N,DEEPDENE ROAD_N
490004314S,GREEN STREET_EC
490006992N,FRANKFURT ROAD_T
490014184S,SOUTHSIDE SHOPPING CENTRE_S
490009183N,LINGS COPPICE_WR
490009183S,LINGS COPPICE_WG
490008459S,ILDERSLY GROVE_WH
490010774N,PARK HALL ROAD_WQ
490012270N,SOUTH CROXTED ROAD_WP
490010774S,PARK HALL ROAD_WJ
490005246N,CHURCH APPROACH_WN
490005246S,CHURCH APPROACH_WK
490003233N,ALLEYN ROAD_WM
490003233S,SOUTH CROXTED ROAD_WL
490016646S,GIPSY HILL_D
490007190W,GIPSY HILL_E
490008839SE,DULWICH WOOD PARK / KINGSWOOD DRIVE_Q
490005494N,CRYSTAL PALACE PARADE / COLLEGE ROAD_W
490005494S2,CRYSTAL PALACE PARADE / COLLEGE ROAD_S
490006526A,ELSIE ROAD_A
490006232N2,DULWICH LIBRARY_DL
490010671N,OVERHILL ROAD_DJ
490010671S,OVERHILL ROAD_DH
490007586N,GROVE TAVERN_MK
490009136D,LEYTON HIGH ROAD / LEYTON STATION <>_D
490007586S,GROVE TAVERN_MA
490004973H1,CHAMPION HILL_Q
490004973S,CHAMPION HILL_K
490004092N,BLANCHEDOWNE_P
490004092S,BLANCHEDOWNE_L
490013027S,DEEPDENE ROAD_M
490006992S,FRANKFURT ROAD_U
490013848DD,TURNHAM GREEN CHURCH_DD
490008294S,HOLLINGBOURNE ROAD_V
490012877S,ST PAUL'S CHURCH_W
490011810E,RUSKIN WALK_X
490011810W,RUSKIN WALK_Y
490003757E,BECKWITH ROAD_VZ
490003757W,BECKWITH ROAD_VX
490008392F,HOUNSLOW BUS STATION_F
490013755N,TOWNLEY ROAD_VC
490013755S,TOWNLEY ROAD_VE
490006092S,ARNHEM WHARF PRIMARY SCHOOL_E
490008669W,KENTON LIBRARY_C
490003697E,BAWTRY ROAD_BE
490003697W,BAWTRY ROAD_BK
490007715S,HAMPDEN WAY_F
490007715E,HAMPDEN SQUARE_G
490012535N,ST ANDREW'S CHURCH_VT
490012535S,ST ANDREW'S CHURCH_VU
490001176N,LEE STATION #_A
490001176B,LEE STATION #_B
490001029B,BLACKHEATH STATION #_D
490015441F,DURANTS ROAD_F
490015201K,PARHAM DRIVE_EC
490015201L,GANTS HILL STATION <>_ET
490015199B,GANTS HILL STATION <> / WOODFORD AVENUE_WS
490000085A,GANTS HILL STATION <>/ WOODFORD AVENUE_WQ
490012524M,STAMFORD HILL BROADWAY_SC
490007625T,SHOREDITCH CHURCH_T
490000138K,LIVERPOOL STREET STATION <> #_K
490012745J,ST JOHN STREET_J
490005391K,CLERKENWELL GREEN_K
490012745W,CLERKENWELL ROAD / ST JOHN STREET
490007327E,GOSWELL ROAD_BS
490004936E,CENTRAL STREET_BZ
490012769W,ST LUKE'S MUSIC EDUCATION CENTRE_H
490003657E,ST LUKE'S MUSIC EDUCATION CENTRE_J
490015194G,BUNHILL ROW_G
490015194F,OLD STREET STATION <> #_F
490000169L,OLD STREET STATION <> #_L
490000169K,SHOREDITCH FIRE STATION_K
490006463G,ELDER STREET_G
490006463H,ELDER STREET_H
490006883N,SHOREDITCH HIGH STREET STATION #_S
490010584S,FOLGATE STREET_T
490010584N,BRUSHFIELD STREET
490009259E,LOLESWORTH CLOSE_Y
490009259S,LOLESWORTH CLOSE_Z
490000004N,ALDGATE EAST STATION <>_F
490019414S,ALDGATE EAST STATION <>_C
490006090E,KINGSLAND HIGH STREET_E
490000106A,HENDON CENTRAL STATION <>_A
490007662N,HALCOT AVENUE_H
490007047E,BRUNSWICK ROAD_E
490015329E,BAIRD ROAD_Q
490007258C,GLYN ROAD_C
490006576B,ENFIELD BUS GARAGE / SOUTHBURY STATION #_B
490007258D,GLYN ROAD_D
40004402017A,TOWN LANE
490005015R,CHARLTON VILLAGE_R
490005007P,CHARLTON HOUSE_P
490004065BK,VANBRUGH PARK / STRATHEDEN ROAD_BK
490004065BA,BLACKHEATH / ROYAL STANDARD_BA
40004402017B,TOWN LANE
490008100N,HERONWOOD HOSPITAL_SW
490007289H,GOODMAYES LANE_H
490010677W2,OXFORD AVENUE_CA
490010677W1,OXFORD AVENUE_H
490006829E,FIELD VIEW
490006829W,FIELD VIEW
490015200C,GANTS HILL STATION <>_CP
490015200E,GANTS HILL STATION <>_CE
490007289G,GOODMAYES LANE_G
490003224E,ALGAR COURT_F
40004405145C,BRACONDALE
490012961N,LYNCROFT GARDENS_CD
490012886S,ST PETERS CHURCH
490011718S,ROSS ROAD_ST
490007424O,BOSTON MANOR ROAD_SA
490007978N,DARLING ROW_M
490015133N,BALLS POND ROAD_BK
490013058N,SHERWOOD GARDENS_RJ
490013058S,SHERWOOD GARDENS_RH
490005603E,CORBETTS LANE_RM
490005603W,CORBETTS LANE_RE
490007179E,GILLETTE CORNER_K
490004655N,BUSH ROAD_N
490006792E,FENDALL STREET_P
490003275E,ALSCOT ROAD_R
490003275W,ALSCOT ROAD_U
490003533E,HARRIS ACADEMY
490011538W,REVERDY ROAD_PH
490014037W,VICARAGE FARM ROAD_GJ
490009482N,LYNTON ROAD_GP
490006266NA,DUNTON ROAD / OLD KENT ROAD
490009480N,LYNTON ROAD
490009307N,LONGFIELD ESTATE_T
490009307S,LONGFIELD ESTATE_S
490000229L,SURREY QUAYS STATION #_L
490008925W,LAMPTON ROAD_GE
490008572N,JOHN SILKIN LANE_F
490003241S,ALLOA ROAD_H
490012961S,LYNCROFT GARDENS_CB
490003241N,ALLOA ROAD_E
490007534N,GRINSTEAD ROAD_D
490007534S,GRINSTEAD ROAD_J
490013039N,SURREY CANAL ROAD_C
490000155W,NEW CROSS STATION # >LOL<_W
490000155V,NEW CROSS STATION #_V
490007024Q,FRIENDLY STREET_Q
490005696N,CRANBROOK ROAD_SX
490005696S,CRANBROOK ROAD_SV
490006652N,ETHEROW STREET_DB
490007293S,GOODRICH ROAD_DD
490013900N,UNDERHILL ROAD_DG
490013918N,UPLAND ROAD_WD
490013918S,UPLAND ROAD_WT
490010885S2,BARRY ROAD / PECKHAM RYE_WS
490010885N,PECKHAM RYE / BARRY ROAD_WE
490007032S,FRIERN ROAD_WP
490007129N,GARSTON LANE_L
490007032N,FRIERN ROAD_WB
490006264S,DUNSTANS ROAD_WR
490006264N,DUNSTANS ROAD_WA
490006921S,THERAPIA ROAD_J
490014911S,WOOD VALE / FOREST HILL ROAD_K
490010490W,OAKHURST GROVE_WV
490007129S,GARSTON LANE_E
490008807W,EAST DULWICH ROAD / PECKHAM RYE_WU
490010886E,PECKHAM RYE COMMON_ED
490010886W,PECKHAM RYE / NUNHEAD LANE_EN
490012957W,STUART ROAD_EK
490006377SD,MANOR ROAD / NORTH SHEEN STATION #_SD
490012957E,STUART ROAD_EJ
490013043W,SURREY ROAD
490013043E,SURREY ROAD
490014117N,WAITE STREET_V
490014117S,WAITE STREET_Y
490012709N,ST GEORGE'S WAY_U
490012709S,ST GEORGE'S WAY_Z
490015073N,BIRD IN BUSH ROAD_K
490015073S,BIRD IN BUSH ROAD_L
490005525N1,COMMERCIAL WAY_J
490005525S1,COMMERCIAL WAY_M
490004140N,BONAR ROAD_H
490004140S,BONAR ROAD_N
