Naptan_Atco,Stop_Name
490007422E,BROUGHTON AVENUE
490007411W2,BROUGHTON AVENUE
490007385N,GRAVEL HILL_L
490009322S2,LONG LANE_L
40004406055C,THE SPRING
490008474N,BELMONT LANE / IMPERIAL WAY_K
490012194N,SLADES DRIVE
490008474S,BELMONT LANE / IMPERIAL WAY_S
490011626C,RODEN STREET
490003866S1,BELMONT LANE / EDGEBURY_T
490003866N1,BELMONT LANE / EDGEBURY_J
490012194S,SLADES DRIVE
490004516S,BROWNSPRING DRIVE
490004516N,BROWNSPRING DRIVE
490013767W,NORTHUMBERLAND AVENUE / TRAFALGAR SQUARE_W
490000023BA,BLACKFRIARS STATION <> #_A
490000023BB,BLACKFRIARS STATION <> #_B
490005498N,KINGSTON CROWN COURT / KINGSTON COLLEGE_UJ
490009809N1,MERCHLAND ROAD_E
490008608S,KELBY PATH_L
490006103S,DOMONIC DRIVE / EDGEBURY_M
490009995N,SHALLONS ROAD_R
490006103E,EDGEBURY / DOMONIC DRIVE_P
490009809S,MERCHLAND ROAD_K
490012146N1,SIDEWOOD ROAD_AA
490003507S,AVERY HILL ROAD / HALFWAY STREET_AU
490012146S1,SIDEWOOD ROAD_AV
490007051S,FULHAM HIGH STREET / NEW KINGS ROAD_FU
490003847E,BELSIZE ROAD
490003847W,BELSIZE ROAD
490008175W,HIGHLEVER ROAD_L
490012120S1,SCOTTS LANE
40004405145A,CLARE HILL
490012120N1,SCOTTS LANE
490010952E,PERTH ROAD_C
490005653E,COURTENAY DRIVE
490005653W,COURTENAY DRIVE
490010952W,PERTH ROAD_J
490014081E1,WELLHOUSE ROAD
490014081W1,WELLHOUSE ROAD
490004018E,BIRCHWOOD AVENUE
490004018W,BIRCHWOOD AVENUE
490003739W,BECKENHAM GROVE_H
490014859W,WOODHURST ROAD
490005900S,HIGHFIELD DRIVE
490012791N,ST MARY'S CHURCH
490008842S,KINGSWOOD ROAD / VALLEY ROAD
490003739E,BECKENHAM GROVE_J
490005900N,WINCHESTER PARK
490012791S,ST MARY'S CHURCH
490012121N,VALLEY ROAD
490009434W,BUTTSBURY ROAD_V
490003581W,BANKSIDE ROAD_U
490009437W,LOXFORD YOUTH CENTRE_BV
490004449W,BROOKDENE ROAD_WA
490008449W,LOXFORD SCHOOL OF SCIENCE AND TECHNOLOGY_BU
490008449E,LOXFORD SCHOOL OF SCIENCE AND TECHNOLOGY_BX
490009437E,LOXFORD YOUTH CENTRE_BW
490003581E,BANKSIDE ROAD_T
490009435E,BUTTSBURY ROAD_S
490007341W,REGENTS CANAL_F
490004897N,CAYGILL CLOSE
490001267N2,ST HELIER STATION #_MS
490012676N,STEVENAGE ROAD / FULHAM FOOTBALL CLUB
490005125W,CHESTER AVENUE
490003833E,BEGBIE ROAD
490005125E,CHESTER AVENUE
490013431W,WINCHESTER AVENUE
490013431E,WINCHESTER AVENUE
490006995W,FRANKS COTTAGES
490006995E,FRANKS COTTAGES
490014980W,WYNGRAY FARM
490006382S,EAST VIEW KENNELS
490006382N,EAST VIEW KENNELS
490005385N,CLAY TYE FARM
490005385S,CLAY TYE FARM
490006062W,DEVENISH ROAD
490014605S,WHITE POST FARM
490014605N,WHITE POST FARM
490013486S,FEN LANE
490013486N,FEN LANE
490005274W,CHURCH LANE
490005274E,CHURCH LANE
490004319W,BRIDGE COTTAGES
490004319E,BRIDGE COTTAGES
490009554W,MANOR FARM
490007510S,RODMERE STREET_P
490012959W,STUBBERS ADVENTURE CENTRE
490005601E,SOUTH ESSEX CREMATORIUM
490005601W,SOUTH ESSEX CREMATORIUM
490014198S,ROTHBURY ROAD_E
490009968W,MONIER ROAD_OH
490013567N,TELEGRAPH ROAD_PI
490006204W,DRURY ROAD_WA
490006204E,DRURY ROAD_WM
490012024W,SHAFTESBURY AVENUE_WB
490013894S,ULUNDI ROAD_E
490012024E,SHAFTESBURY AVENUE_WL
490006502N,ELM DRIVE_NP
490006502S,ELM DRIVE_NN
490013526N1,IMPERIAL DRIVE_NR
490013526S1,IMPERIAL DRIVE_NL
490005251N1,CHURCH DRIVE_NT
490005251S1,CHURCH DRIVE_NV
490011451W,RAYNERS LANE
490011451E,RAYNERS LANE
490005534W,COMPTON RISE
490003833W,BEGBIE ROAD
490005534E,COMPTON RISE
490013601W,CANNON LANE
490011574W,RIDGE LANGLEY / WEST ARM
490009352S,LONSDALE DRIVE / HIGHLANDS SCHOOL_M
490009352N,LONSDALE DRIVE / HIGHLANDS SCHOOL_N
490013562S,STALHAM STREET_PE
490003553E,BALCHEN ROAD
490008847G,KIRBY ESTATE_G
490008847N,KIRBY ESTATE_H
490013562N,STALHAM STREET_PD
490011450N,RAYMOUTH ROAD_PC
490004813S,CAROLINE GARDENS_SC
490005430S,CLIFTON WAY
490004813N,CAROLINE GARDENS_ND
490005430N1,CLIFTON WAY
490003124S,AINSLIE WOOD ROAD_V
490014043B,VICARAGE RD / WANDLE PARK TRAM STOP >T<_B
490014925S1,OLD ROYAL MILITARY ACADEMY_L
490009154S,LILFORD ROAD
490008345S,LOUGHBOROUGH ROAD / HOPTON HOUSE
490013271UA,THE BREWERY_S
490001184S,LOUGHBOROUGH JUNCTION STATION #_D
490005463S,LOUGHBOROUGH PARK / COLDHARBOUR LANE_L
490014926E,WOOLWICH COMMON_S
490010013W2,MOORLAND ROAD_W
490006553W,LOUGHBOROUGH PARK / ELVEDEN HOUSE
490008300N,HOLLYBUSH WALK
490005462N,SOMERLEYTON ROAD / COLDHARBOUR LANE_Q
490003070N,CLAPHAM PARK ROAD_N
490013784N,TREMADOC ROAD_P
490000051N1,CLAPHAM NORTH STATION <>_E
490003070S,CLAPHAM PARK ROAD_J
490013784S,TREMADOC ROAD_H
490000051D,CLAPHAM NORTH STATION <>_D
490003553W,BALCHEN ROAD
490005462S,SOMERLEYTON ROAD / COLDHARBOUR LANE_P
490006553E,LOUGHBOROUGH PARK / ELVEDEN HOUSE
490010013E2,MOORLAND ROAD_X
490005463E,LOUGHBOROUGH PARK / COLDHARBOUR LANE_M
490001184N,LOUGHBOROUGH JUNCTION STATION #_C
490008345N,LOUGHBOROUGH ROAD / HOPTON HOUSE
490009154N,LILFORD ROAD
490004630N,BURTON ROAD
490013275S,ZANGWILL ROAD_SU
490010138N,PATMOS ROAD_H
490004689N,VASSALL ROAD / CAMBERWELL NEW ROAD_J
490013961N,UPTON ROAD_V
490013271W,THE BREWERY
490013271O,THE BREWERY_O
490003849W3,BELL GREEN / SAINSBURY'S_LL
490008275J,HOLBORN CIRCUS / FETTER LANE_J
490011219N,PRINCES WAY
490005141S1,CHESTNUT AVENUE
490008568E,JOHN ROAN SCHOOL_H
490004281W,BRENCHLEY ROAD
490012884S,ST PETER AND ST PAUL SCHOOL_DG
490004333E,BRIDGEWATER CLOSE_DH
490009679E,MARLINGS PARK AVENUE_DJ
490005361E,CLARENDON WAY_W
490009068E,LEESONS PRIMARY SCHOOL_X
490009068W,LEESONS PRIMARY SCHOOL_T
490005361W,CLARENDON WAY_U
490009556W,MANORFIELDS CLOSE_V
490009679W,MARLINGS PARK AVENUE_DK
490006278W,WOOLACOMBE ROAD_Q
490004333N,BRIDGEWATER CLOSE_DL
490012884E,ST PETER AND ST PAUL SCHOOL_DM
490004281E,BRENCHLEY ROAD
40004409199B,CHURCH LANE
40004409198A,DEAN LANE
40004409197B,HARPS OAK LANE
40004409196B,LONDON ROAD NORTH / SHEPHERDS HILL
40004409195B,CHURCH HILL
40004409194B,MERSTHAM STATION #_B
40004409193B,MERSTHAM / THE GROVE
490014793S,WISHART ROAD
40004409192B,ROCKY LANE
40004409191B,GATTON POINT / EAST SURREY COLLEGE_C4
40004409188B,MONSON ROAD
40004409175C,CARLTON ROAD
40004409188A,MONSON ROAD
40004409191A,GATTON POINT / EAST SURREY COLLEGE_C3
40004409192A,ROCKY LANE
40004409193A,MERSTHAM / THE GROVE
40004409194A,MERSTHAM STATION #_A
40004409195A,CHURCH HILL
490013275N,ZANGWILL ROAD_SZ
40004409196A,LONDON ROAD NORTH / SHEPHERDS HILL
40004409197A,HARPS OAK LANE
40004409318A,GLEBE ROAD
40004409199A,CHURCH LANE
40004409200A,HOOLEY / STAR LANE
490011558N2,RICHMOND GARDENS
490007303S,GORDON AVENUE
490013210W,RIVERSIDE SCHOOL_P
490007089W,GALLIONS CLOSE_Q
490014958S,MAPLE TREE PLACE_SV
490005811W,CROSSNESS ROAD_R
490011384W,RADFORD WAY
490013210E,RIVERSIDE SCHOOL_N
490009888M,MILLENNIUM PRIMARY SCHOOL_MS
490009888N,MILLENNIUM PRIMARY SCHOOL_MN
490013504E,BLENHEIM GROVE
490005875E,CRYSTAL PALACE ROAD_DX
490006335E,WHATELEY ROAD_DS
490008520W,IVANHOE ROAD
490003841W,BELLENDEN ROAD SCHOOL
490005609W,CORELLI COLLEGE
490010672N,LANGTON RISE_A
490013902W,FRIERN ROAD
490005875W,CRYSTAL PALACE ROAD_DY
490006335W,WHATELEY ROAD_DT
490008520E,IVANHOE ROAD
490010672S,LANGTON RISE_D
490013902E1,FRIERN ROAD
490009794S2,BELVOIR ROAD
490014958N,MAPLE TREE PLACE_SW
490003841E,BELLENDEN ROAD SCHOOL
490005218W,CHOUMERT ROAD
490006243S2,DUNCRIEVIE ROAD_D
490012690X1,ST GEORGES CENTRE_X1
490005869S3,CRYSTAL PALACE
490011301W,RUCKHOLT ROAD BRIDGE_L
490007030W1,FRIERN BARNET TOWN HALL_FC
490014318E1,WAVERTREE ROAD
490006567E,DOWNTON AVENUE / STREATHAM HILL
490005609E,CORELLI COLLEGE
490010312E,NORMANHURST ROAD
490010731N,PALACE ROAD
490005235N,LANERCOST ROAD
490010731S,PALACE ROAD
490014318W,WAVERTREE ROAD
490010312W,NORMANHURST ROAD
490006567W,EMSWORTH STREET
490009547W2,MANOR ROAD
490008071W2,AWLFIELD AVENUE_RU
40004408187B,PARK RISE_N
490008609E,KELLAWAY ROAD
40004408174B,LEATHERHEAD LEISURE CENTRE_P
40004408173B,THE MOUNT
40004408172B,THE RIDGEWAY
40004408134B,GIVONS ROUNDABOUT
40004408133B,BYTTOM HILL
40004408132B,MICKLEHAM CHURCH
40004408131B,JUNIPER HALL
40004408129B,WESTHUMBLE STREET
40004408238A,NORTH DOWNS WAY
40004408128B,PIXHAM LANE
490014543N,HARRADEN ROAD
40004408128A,PIXHAM LANE
40004408129A,WESTHUMBLE STREET
40004408132A,MICKLEHAM CHURCH
40004408133A,BYTTOM HILL
40004408172A,THE RIDGEWAY
40004408173A,THE MOUNT
40004408174A,LEATHERHEAD LEISURE CENTRE_N
40004408016A,ZIG ZAG ROAD
40004408131A,JUNIPER HALL
490011588W,RIPON GARDENS
490011475S,RED BARRACKS ROAD
490010891N,PELLATT ROAD
490015192E,CASTLE ROAD_E
490007382S,GRASSHAVEN WAY_X
490007382N,GRASSHAVEN WAY_Y
490014330SF,WEAVERS FIELDS_SF
490008161S,HIGHGATE WOOD_W
490008961W,SUFFOLK ROAD
490004387S,BROCKHURST CORNER
490011475N,RED BARRACKS ROAD
490016643W,HALLIWICK PARK_FA
490013200E,TESCO OSTERLEY_L
490009023W,BEDFORD ROAD_M
40004406049B,UPPER HIGH STREET / THE ODEON
40004406050B,PIKES HILL
40004406051B,BRIDGE ROAD
40004406052B,ASHDOWN ROAD
40004406033B,LONGDOWN ROAD
40004406053B,LONGDOWN LODGE
40004406054A,EPSOM COLLEGE
490005261N,BANNOCKBURN SCHOOL_L
40004406108B,BUNBURY WAY
40004409216A,REIGATE ROAD / NORK WAY
40004409052A,HIGH BEECHES
40004409051A,SYCAMORE RISE
40004409050A,BANSTEAD STATION #_A
40004409048A,CASTLETON DRIVE
40004409810C,THE READENS
40004409039A,MANOR WAY
490011886W,SAMUEL STREET_DD
40004409041B,WOODMANSTERNE POST OFFICE
40004409048B,CASTLETON DRIVE
40004409049B,BANSTEAD CROSSROADS
40004409050C,POPLAR DRIVE
40004409052B,HIGH BEECHES
40004409279A,DRIFT BRIDGE
40004409216B,REIGATE ROAD / NORK WAY
40004409296A,ROSE BUSHES
40004406108A,BUNBURY WAY
490001345A,WOOLWICH DOCKYARD STATION #_DA
40004406116A,EPSOM GOLF CLUB
40004406054B,EPSOM COLLEGE
40004406053A,LONGDOWN LODGE
40004406033A,LONGDOWN ROAD
40004406052A,ASHDOWN ROAD
40004406051A,BRIDGE ROAD
40004406050A,PIKES HILL
40004409049A,BANSTEAD CROSSROADS
40004409050B,BANSTEAD STATION #_B
490001345B,WOOLWICH DOCKYARD STATION #_DB
40004409051B,SYCAMORE RISE
40004409053A,DRIFT BRIDGE
490015713N,DUNSTANS ROAD_B
490015713S,DUNSTANS ROAD_C
490015714N,BELVOIR ROAD
490011871W,BEAVERS COMMUNITY SCHOOL
490011871N,BEAVERS COMMUNITY SCHOOL
490009147N,LICHFIELD ROAD
490009147S,LICHFIELD ROAD
490005261S,BANNOCKBURN SCHOOL_WB
490006192D,DRAYTON BRIDGE ROAD_DF
490015889S,BROWNING AVENUE_DE
490015886E,BORDARS WALK_BE
490007832E,COPLEY CLOSE_BH
490001052N,CASTLE BAR PARK #_CJ
490015887S,CHEYNE PATH_CK
490015888S,FRAMFIELD ROAD_DD
490015886W,BORDARS WALK_BD
490016604W,CUCKOO AVENUE_BC
490001052S,CASTLE BAR PARK STATION #_CB
490005280W,SEWELL ROAD / CHURCH MANORWAY_T
490015887N,RADNOR COURT_CA
490015888N,STAFFORD COURT_DT
490015889N,FRAMFIELD ROAD_DS
490016604E,CUCKOO AVENUE_BF
490008323S,HOME FARM COTTAGE
490011004N1,PIMLICO ACADEMY & LIBRARY_D
490015831S,HOLLY LODGE GARDENS_W
490012951S2,ST THOMAS CHURCH_M
490008516E,TOLPUDDLE ST / ISLINGTON POLICE STATION
490015832E,GROSVENOR ROAD
490015855N,ELIZABETH ROAD_TX
490010427D,NORTHWOLD ROAD / STOKE NEWINGTON COMMON_D
490015588E,LAMINGTON STREET
490004687T,DENMARK HILL / CAMBERWELL GREEN_T
490003137V,ALBANY ROAD_BD
490003513W1,COPLESTONE ROAD
490010044W,MORRIS WALK ESTATE_L
490003513E1,COPLESTONE ROAD
490009706N1,MARVELS LANE PRIMARY SCHOOL_K
490007619VA,HACKNEY BATHS_Q
490006591W,ENGLAND'S LANE_S
490013271R,THE BREWERY_R
490011450S,RAYMOUTH ROAD_PF
490016614AA,BOURNE ROAD_U
490001268ZC,ST JAMES STREET STATION #_F
490010044E,MORRIS WALK ESTATE_K
490001268ZD,ST JAMES STREET STATION #_E
490001120W1,GRANGE PARK STATION #_B
490001120E1,GRANGE PARK STATION #_A
40004408223A,ZIG ZAG ROAD
40004408239A,THE VILLA
40004408134A,GIVONS ROUNDABOUT
40004408130B,BURFORD BRIDGE_T
40004408130A,BURFORD BRIDGE_U
490015715W,CHADWICK ROAD
490003038E,ABBEY WOOD PUMPING STATION
490015616N,ST MARY'S ROAD_NP
490015699N,ST JOAN OF ARC SCHOOL_EJ
490013149Z2,TALLY HO CORNER_Z2
490015443Z1,KINGSWAY / NORTH FINCHLEY_T
490015829S,GROVE LANE / CHAMPION PARK_D
490015830S,QUORN ROAD_L
490006192C,DRAYTON BRIDGE ROAD_DQ
490005280E,SEWELL ROAD / CHURCH MANORWAY_S
490008161N,HIGHGATE WOOD_D
40004406049A,UPPER HIGH STREET / THE ODEON
490015894N,COTMANDENE CRESCENT_H
490015894S,COTMANDENE CRESCENT_Q
490015897S,WARING DRIVE
490012610N,STATION ROAD_SE
490015962E,MURRAY ROAD_S
490003836E,MOUNTFIELD COMMUNITY CENTRE
490010742E,ST PAULS ACADEMY
490010530E,OLDBURY CLOSE
490009962N,MOLASH ROAD
490015961E,PALMARSH CLOSE
490011835W,BROW CRESCENT_P
490011410W,RAMSDEN ROAD_Q
490015708N,HORNSEY LANE
490015709W,FITZWARREN GARDENS
490015709E,FITZWARREN GARDENS
490015707W,CROMWELL AVENUE_HR
490003040W,PENMON ROAD
490015707E,CROMWELL AVENUE_HU
40004405142B,ESHER GREEN_F
40004405142A,ESHER GREEN_E
490015851T,RIO CINEMA_T
490016067K,MITCHAM TRAM STOP >T<_K
490002014W,BELGRAVE WALK TRAM STOP >T<_L
490016069E,MORDEN HALL PARK / SURREY ARMS_Q
490002014E,BELGRAVE WALK TRAM STOP >T<_M
490016067N,MITCHAM TRAM STOP >T<_N
490010742W,ST PAULS ACADEMY
2400A020310A,WALNUT WAY
2400A020730A,HILDA MAY AVENUE
2400A020980A,NORTHVIEW
2400A020990A,SYCAMORE DRIVE
2400A020320A,BARTHOLOMEW WAY
2400A020500A,HIGH STREET / STATION ROAD
2400A020510A,HIGH STREET / GOLDSEL ROAD
2400A020520A,ROGERS COURT
2400A021130A,BEECHENLEA LANE
490003040E,PENMON ROAD
2400A020550A,ROGERS COURT
2400A020560A,HIGH STREET / GOLDSEL ROAD
2400A020570A,HIGH STREET / STATION ROAD
2400101819,BARTHOLOMEW WAY
2400A020710A,SYCAMORE DRIVE
2400A020720A,NORTHVIEW
2400105074,HILDA MAY AVENUE
2400A020740A,LESLEY CLOSE
2400A020750A,WALNUT WAY
2400A020760A,BIRCHWOOD CORNER
490004449E,BROOKDENE ROAD_M
490015587E,UXBRIDGE COUNTY COURT_FF
490000148M,FENCHURCH STREET_M
490015582W,BERRYLANDS
490007752CS,HANLEY ROAD / STAPLETON HALL ROAD_CS
490015481E,WYNDCLIFF ROAD
490015585E,BELMONT ROAD_D
40004409810G,PINE WALK
2400102541,SOMERSET ROAD
2400A072640A,SHEPHERDS LANE / HAVELOCK ROAD
2400102545,DARTFORD GRAMMAR SCHOOL FOR GIRLS
240090627,DARTFORD GRAMMAR SCHOOL FOR BOYS
240090625,DARTFORD GRAMMAR SCHOOL FOR GIRLS
240090629,DARTFORD GRAMMAR SCHOOL FOR BOYS
2400102539,SHEPHERDS LANE / HAVELOCK ROAD
2400102543,SOMERSET ROAD
490013012S,SUNDORNE ROAD_U
490015607W,PENHILL ROAD_Y
490014955E,WOTTON GREEN / SANDWAY ROAD
490016153S,WARWICK ROAD
490016153N,WARWICK ROAD
490015602S,CANADA STREET_W
490015602N,CANADA STREET_U
40004408187A,PARK RISE_M
490015226S,VICTORIA WAY_V
490003361E,CALIFORNIA ROAD_E
490012585E,TILE KILN LANE
2400A020920A,BRIAR ROAD
2400A020930A,JOYDENS WOOD ROAD
2400A020940A,SQUIRES WAY
2400A020950A,FERNHEATH WAY
2400A020960A,GREENFIELD ROAD
2400A020840A,FERNHEATH WAY
2400A020850A,SQUIRES WAY
2400A020870A,BRIAR ROAD
490012529W,ABBEY WOOD PUMPING STATION
2400103717,PUDDLEDOCK LANE
2400103715,ST MARYS NURSERY
2400103713,BIRCHWOOD DRIVE
2400102551,HOOK GREEN LANE
2400103711,BRACTON CENTRE
2400A035760A,BEXLEY PARK
2400A035800A,LEYTON CROSS
2400A035780A,BEXLEY PARK
2400A035790A,LEYTON CROSS
2400103709,BRACTON CENTRE
490015226W,VICTORIA WAY
2400A020250A,HOOK GREEN LANE
2400A020260A,BIRCHWOOD DRIVE
2400A020270A,ST MARYS NURSERY
2400A020280A,PUDDLEDOCK LANE
490012585W1,TILE KILN LANE
2400A020860A,JOYDENS WOOD ROAD
490015897E,WINDSOR DRIVE / WARING DRIVE
490014093N,VINE ROAD
490015898W,FARNBOROUGH HILL_F
490015899G,FARNBOROUGH HILL_C
490010146N,NADINE STREET_M
490015896W,STIRLING DRIVE_M
490015896E,STIRLING DRIVE_D
490016065W,BROOMFIELD ROAD_U
490015711N,BUCKSTONE CLOSE_T
490008614N,CAMBERWELL NEW CEMETERY_N
490015712N,BROCKLEY WAY
490015712S,BROCKLEY WAY
490008614S,CAMBERWELL NEW CEMETERY_U
490006492N,ELLISCOMBE ROAD_W
490015711S,BUCKSTONE CLOSE_V
490015584W1,PEEL WAY_HG
240075089,HANAU BRIDGE_H
2400A019910A,DARTFORD STATION #_D
2400A019900A,DARTFORD STATION #_C
490011152W,POUND PARK ROAD_P
490015579N,STANHOPE WAY / ACTON WORKS_Q
490011708N1,ROSLIN ROAD_R
490015591E,HANBURY ROAD
490010741E,STANLEY ROAD_T
490003252E1,ALL SAINTS ROAD_U
490003267W,NEWTON AVENUE_J
490010741W,STANLEY ROAD_K
490015591W,HANBURY ROAD_L
490011708S,ROSLIN ROAD_M
490015590S,COLVILLE ROAD_N
490008846E,KINVEACHY GARDENS_H
490015579S,STANHOPE WAY / ACTON WORKS_P
490015800E,NORMAN WAY
490010292N1,WALTON WAY
490014179N1,SAXON DRIVE
490010368E,NORTHFIELDS ROAD
490005676S1,COURT WAY
490005443S1,CLOISTER ROAD
490005443N,CLOISTER ROAD
490005676N,COURT WAY
490004253N,BRAMSHOT AVENUE
490010368S,NORTHFIELDS ROAD
490014179S,WALTON WAY
490010292S,NOEL ROAD
490015852N,LEALAND ROAD_TB
490016618N,SPENCER RISE_TJ
490015298F,CAMBERWELL GREEN_F
490001298F1,TULSE HILL STATION  #_F
490008609W,KELLAWAY ROAD
490015701W,BROOK ROAD
490015701E,BROOK ROAD
490014643W,WHITWORTH ROAD_V
490007613N,GWYNNE PLACE_PT
490014498S,WESTMINSTER STN <> / WESTMINSTER PIER >R<_H
490000130KE,KNIGHTSBRIDGE STATION <> / HARRODS_KE
40004406087B,HEADLEY CLOSE
40004406086B,NIGHTINGALE DRIVE
40004406085A,CHESSINGTON CLOSE
490013894N,ULUNDI ROAD_F
40004406083A,HOOK ARENA
40004406082A,PLOUGH ROAD
40004406081A,RIVERHOLME DRIVE
40004406080A,MEADOWVIEW ROAD
40004406079B,EWELL WEST STATION #
40004406079A,EWELL WEST STATION #
40004406080B,MEADOWVIEW ROAD
40004406081B,RIVERHOLME DRIVE
40004406082B,PLOUGH ROAD
40004406083B,HOOK ARENA
490014245S,WARREN WALK_S
40004406084C,HOOK ROAD
40004406085B,CHESSINGTON CLOSE
40004406086A,NIGHTINGALE DRIVE
40004406087A,HEADLEY CLOSE
40004406091A,RUXLEY LANE
40004406090A,PAMS WAY
40004406089A,COX LANE / EPSOM & EWELL HIGH SCHOOL
40004406088A,GODWIN CLOSE
40004406078A,HOLLYMOOR LANE
40004406070A,POUND LANE
490010146S,NADINE STREET_L
40004406069A,MILES ROAD
40004406068A,CHASE ROAD
40004406067A,WATERLOO ROAD_L
40004406068B,CHASE ROAD
40004406069B,MILES ROAD
40004406070B,POUND LANE
40004406076A,FELSTEAD ROAD
40004406077B,ROY RICHMOND WAY
40004406088B,GODWIN CLOSE
40004406089B,SCOTT CLOSE
490015144E,BEACONSFIELD ROAD_BM
40004406076B,FELSTEAD ROAD
40004406077A,ROY RICHMOND WAY
490000225T,ST PAUL'S STATION <>_SQ
490008998S,LAUREL PARK_BA
490008961E,SUFFOLK ROAD
490004181W,MONMOUTH ROAD_LH
490013744L,TOWER BRIDGE_L
490015728W,DENHAM ROAD_X
490014793N,WISHART ROAD
40004408226B,OXSHOTT ROAD
490015833S,CHALK PIT WAY_AA
490002076RV,TOWER GATEWAY STATION [DLR]_TD
490006170S1,HAGGERSTON STATION #_KK
490015441N,DURANTS ROAD_N
490010581N,OLD ROYAL MILITARY ACADEMY_W
490008466Q1,REDBRIDGE CENTRAL LIBRARY_Q
490009968N1,WANSBECK ROAD_OF
490015891S,MEDWAY PARADE_D
490015891N,MEDWAY PARADE_C
490014245N,WARREN WALK_N
490016588N,HIGHFIELD AVENUE
490014000S,VALLEY ROAD
490016015N,WINTERBOURNE ROAD_X
490005619YA,GREAT EASTERN STREET_YA
490016408W,SHOREDITCH TOWN HALL_W
490016267N,SHOREDITCH CHURCH_P
490016266N,SHOREDITCH HIGH ST / BETHNAL GREEN ROAD_L
490000214E,SOUTH RUISLIP STATION <> #_EB
490000241F,SOUTH RUISLIP STATION <> #_WB
490008568W,JOHN ROAN SCHOOL_G
490004621S,BURNTWOOD LANE_SG
490000234N,GARRATT LANE / TOOTING BROADWAY_N
490019452E,UPMINSTER STATION FORECOURT <> #_E
40004409334B,VICTORIA ALMSHOUSES
40004409334A,VICTORIA ALMSHOUSES
490016094W,FERNWOOD AVENUE_HN
490016091E,FARM AVENUE_HK
490016093W,SWINDERBY ROAD_CZ
490016092E,EALING ROAD_CY
490015617W,MILLFIELD THEATRE & ARTS CENTRE_WQ
490004253S,BRAMSHOT AVENUE
490000254A,WATERLOO STATION <> # / UPPER TAXI ROAD_A
490016576AP,APPOLD STREET_AP
490008527J,IVY GARDENS_J
490015686N,LEAFY GROVE_KL
490015686S,LEAFY GROVE_KG
490000101K,HARROW & WEALDSTONE STATION <> # >LOL<_H
490003056N,ETTRICK STREET
490015685E,ANTILL ROAD_SL
490015481W,WYNDCLIFF ROAD
490015683E,USHER ROAD_E
490015683W,USHER ROAD_N
490015684W,SHETLAND ROAD_TX
490013767T,TRAFALGAR SQUARE_T
490013767C,TRAFALGAR SQ / CHARING CROSS STN <> #_C
490013766E,CHARING CROSS STN<># / TRAFALGAR SQUARE_E
490013766F,CHARING CROSS STN <># / TRAFALGAR SQUARE_F
490013767S,TRAFALGAR SQUARE_S
490013767A,TRAFALGAR SQ / CHARING CROSS STN <> #_A
490013767B,TRAFALGAR SQUARE_B
490005010N,CHARLTON LANE_F
490007096N,GALLOWS CORNER / TESCO_GA
490003595E,BARGEHOUSE ROAD_H
490015795S,MILL LANE_BJ
490015835E,PLOWMAN CLOSE / WILBURY PRIMARY SCHOOL_EM
490015839P,SOMERSET ROAD / NORTH MIDDLESEX HOSPITAL_P
490015837W,BULL LANE / NORTH MIDDLESEX HOSPITAL_W
490015836E,WIGSTON CLOSE
490015834E,DERWENT AVENUE_EL
490012951S1,ST THOMAS CHURCH_J
490015838X,HAWTHORN ROAD_X
490015835W,PLOWMAN CLOSE / WILBURY PRIMARY SCHOOL_WP
490015836W,WIGSTON CLOSE
490015837Z,BULL LANE / NORTH MIDDLESEX HOSPITAL_Z
490015838Y,HAWTHORN ROAD_Y
490015839U,SOMERSET ROAD / NORTH MIDDLESEX HOSPITAL_U
490007128N,GARRY WAY_CY
490005032N1,CHASE CROSS ROAD_CZ
490008846W,KINVEACHY GARDENS_N
40004402092B,SAVILLE CRESCENT
40004402092A,SAVILLE CRESCENT
490000162X1,NORTHOLT STATION <>_U
490015730S,FELTHAM ASSEMBLY HALL_S
490016161S,ST MARTIN'S PLACE_K
490016116S,HIGHGATE WOOD
490016592W,STAINTON ROAD_N
490003243N,ALL SAINTS CHURCH_N
490015589S,OCCUPATION ROAD
490015589N,SHERWOOD CLOSE
490015789S,WYLIE VETERINARY CENTRE
490015789N,WYLIE VETERINARY CENTRE
490001333N,WEST SUTTON STATION #_A
490016060E,LONDON ROAD / ST ANTHONY'S HOSPITAL_HS
490007105S,WEST SUTTON STATION #_B
490011152E,POUND PARK ROAD_G
40004406084A,HOOK ROAD
490015718W,CHERRY TREE LANE_Q
40004408176B,NORTH STREET_S
40004408175A,BRIDGE STREET_Q
40004408237A,LEATHERHEAD STATION #_T
40004408176A,NORTH STREET_R
490002039B,GALLIONS REACH STATION [DLR]_D
490015638S,SANDAL ROAD / HOLY CROSS SCHOOL
490014859S,WOODHURST ROAD
490016066S,DURHAM AVENUE
490007258P,GLYN ROAD_P
490015769S,LYNDSEY PARK_G
490015769H,LYNDSEY PARK_H
490001325Z1,WEST DRAYTON STATION #
490005010S,CHARLTON LANE_R
490016619N,CAVELL STREET_W
490016169W,SHIRLEY AMBULANCE STATION
490011118E,POPPY LANE
490007968E,HAZEL CLOSE
490007968W,HAZEL CLOSE
490003326W,BASIL GARDENS
490003326E,BASIL GARDENS
490010281E,NIGHTINGALE VALE_T
490006591E,HAVERSTOCK HILL_V
490016257N,BELVEDERE AVENUE_U
490016260N,SOMERSET ROAD
490016256S,SOMERSET ROAD
